alert_type,source_ip_risk,user_risk_score,failed_login_count_24h,geo_impossible_travel,asset_criticality,historical_false_positive_rate,priority
other,0.1849,0.0,2,0,low,0.6972,low
suspicious_login,0.4403,0.4106,3,0,low,0.7749,low
malware,0.0102,0.0359,0,0,medium,0.306,low
other,0.1336,0.0,2,0,medium,0.8649,low
other,0.5046,0.2469,0,0,medium,0.8305,medium
malware,0.1264,0.154,2,0,low,0.62,low
malware,0.0885,0.0,1,0,low,0.4382,low
suspicious_login,0.3566,0.3018,8,0,low,0.8199,medium
data_exfil,0.3762,0.5537,1,0,medium,0.6146,medium
other,0.2266,0.095,4,0,high,0.2855,high
data_exfil,0.414,0.1193,10,0,medium,0.2889,medium
data_exfil,0.7689,0.7429,0,0,high,0.5777,medium
brute_force,0.2933,0.3049,1,0,low,0.7644,low
suspicious_login,0.2557,0.3134,3,1,medium,0.8557,high
data_exfil,0.6639,0.3468,3,0,medium,0.9176,medium
suspicious_login,0.3094,0.0018,1,0,medium,0.825,low
data_exfil,0.2566,0.0,11,0,medium,0.7971,medium
malware,0.144,0.1601,14,0,medium,0.7085,medium
malware,0.77,0.5548,1,0,medium,0.5854,medium
malware,0.221,0.2261,8,0,medium,0.0891,medium
data_exfil,0.0852,0.0,2,0,medium,0.334,medium
brute_force,0.2425,0.3925,12,0,medium,0.2697,medium
data_exfil,0.0718,0.3319,1,0,low,0.6281,low
other,0.383,0.4192,6,0,medium,0.498,medium
brute_force,0.359,0.2334,3,0,low,0.698,low
brute_force,0.1128,0.4497,1,0,medium,0.1564,medium
malware,0.7673,0.7935,0,0,medium,0.857,medium
malware,0.4349,0.3797,2,0,medium,0.8134,medium
data_exfil,0.0402,0.2636,1,0,medium,0.685,low
other,0.3344,0.5252,2,0,medium,0.9241,medium
suspicious_login,0.2972,0.3144,1,0,high,0.58,high
data_exfil,0.0899,0.3171,2,0,medium,0.7185,low
data_exfil,0.4598,0.7886,1,1,high,0.6445,high
suspicious_login,0.2007,0.0601,2,0,medium,0.5792,low
other,0.3275,0.38,12,0,low,0.6576,low
data_exfil,0.3714,0.5722,10,0,high,0.5362,high
other,0.5196,0.48,2,0,medium,0.5426,medium
data_exfil,0.0206,0.0,13,1,high,0.6342,high
brute_force,0.5611,0.0954,2,0,medium,0.6712,low
other,0.3606,0.3928,0,1,low,0.5834,medium
other,0.3131,0.3259,0,0,medium,0.4305,medium
suspicious_login,0.2126,0.0,4,0,low,0.5925,low
other,0.0624,0.3054,10,0,medium,0.899,medium
data_exfil,0.0,0.0614,4,0,low,0.884,low
brute_force,0.3874,0.2055,12,0,low,0.8611,low
malware,0.1733,0.4435,11,0,medium,0.7719,medium
brute_force,0.3624,0.1231,9,0,low,0.5839,medium
other,0.7067,0.6263,1,1,low,0.6688,medium
malware,0.0,0.5383,2,0,medium,0.8484,medium
brute_force,0.2307,0.2818,2,0,low,0.7612,low
suspicious_login,0.2141,0.423,3,0,low,0.2586,medium
malware,0.4263,0.6031,2,0,high,0.823,high
malware,0.1707,0.0109,1,0,low,0.3525,low
data_exfil,0.1884,0.1429,1,0,high,0.4773,medium
malware,0.364,0.4505,2,0,low,0.6841,low
suspicious_login,0.1812,0.2239,3,0,medium,0.7001,medium
suspicious_login,0.3837,0.2015,3,0,medium,0.34,medium
data_exfil,0.2726,0.1881,3,0,medium,0.4272,medium
brute_force,0.3638,0.4351,8,1,low,0.2115,medium
other,0.2457,0.3743,7,0,high,0.5217,high
other,0.5941,0.1521,5,0,low,0.6226,low
brute_force,0.0,0.0882,1,1,high,0.5601,medium
other,0.4448,0.0029,2,1,low,0.5062,low
malware,0.2367,0.2489,2,0,high,0.8058,medium
other,0.0962,0.3262,5,1,medium,0.7957,medium
data_exfil,0.0815,0.1413,12,0,medium,0.9087,low
suspicious_login,0.404,0.391,1,0,medium,0.7418,medium
data_exfil,0.0,0.0025,1,1,medium,0.2187,low
suspicious_login,0.4402,0.3729,0,1,low,0.8979,medium
data_exfil,0.1501,0.2105,12,0,low,0.5818,low
other,0.0194,0.0937,2,0,medium,0.7931,low
suspicious_login,0.3627,0.4293,15,0,medium,0.545,medium
data_exfil,0.1687,0.3557,1,0,high,0.4269,high
data_exfil,0.7907,0.3903,2,1,medium,0.5903,high
brute_force,0.4288,0.3888,10,0,medium,0.7257,medium
data_exfil,0.3779,0.3085,14,0,high,0.3973,medium
suspicious_login,0.1653,0.3907,1,0,low,0.8606,low
suspicious_login,0.1795,0.0568,3,0,low,0.6724,low
malware,0.6331,0.3811,1,0,low,0.7481,low
malware,0.5582,0.4622,1,0,low,0.5325,low
malware,0.0,0.3539,0,0,medium,0.8695,medium
malware,0.5306,0.4594,4,0,low,0.7339,low
other,0.0,0.0625,6,0,low,0.3252,medium
data_exfil,0.645,0.5231,5,0,high,0.8299,high
malware,0.2144,0.5485,2,0,low,0.9858,medium
data_exfil,0.2986,0.4638,1,1,medium,0.4127,medium
data_exfil,0.2234,0.4485,4,1,high,0.5066,high
brute_force,0.4866,1.0,1,1,low,0.7775,low
brute_force,0.427,0.4988,0,0,low,0.4356,low
data_exfil,0.7808,0.5015,7,0,low,0.436,medium
other,0.4871,0.5965,8,0,low,0.2505,medium
data_exfil,0.258,0.6184,2,0,low,0.6542,medium
data_exfil,0.0537,0.0,12,0,high,0.6689,medium
brute_force,0.3839,0.4473,2,0,low,0.7575,medium
other,0.0102,0.2606,2,0,low,0.5961,low
brute_force,0.3163,0.2027,1,0,medium,0.6841,low
other,0.2555,0.2989,1,0,low,0.7189,low
malware,0.6644,0.5509,1,0,medium,0.7201,medium
suspicious_login,0.5679,0.3997,4,0,high,0.3609,high
data_exfil,0.042,0.0,9,0,medium,0.512,medium
other,0.4879,0.5198,2,0,low,0.7385,medium
brute_force,0.0973,0.1283,2,0,high,0.2102,high
suspicious_login,0.3619,0.2215,2,0,medium,0.4454,medium
malware,0.3751,0.1952,8,0,low,0.823,low
data_exfil,0.3793,0.6856,3,0,low,0.4879,medium
malware,0.0,0.0608,7,0,low,0.8211,medium
brute_force,0.3025,0.0,5,0,low,0.3844,low
suspicious_login,0.2787,0.4844,0,0,medium,0.2389,medium
brute_force,0.109,0.1677,3,0,low,0.5589,low
suspicious_login,0.5524,0.6125,2,0,low,0.6443,medium
malware,0.439,0.4504,5,1,medium,0.6809,high
other,0.2533,0.1562,1,0,high,0.2578,medium
data_exfil,0.2404,0.4788,0,0,medium,0.6462,low
suspicious_login,0.0,0.2531,2,0,low,0.8594,low
suspicious_login,0.2355,0.1076,1,0,low,0.6585,low
suspicious_login,0.7837,0.6103,1,0,high,0.756,high
malware,0.183,0.1163,10,0,low,0.5498,low
other,0.3222,0.295,10,0,medium,0.701,medium
other,0.287,0.5642,2,1,low,0.7923,medium
malware,0.0504,0.0522,2,0,low,0.5704,low
brute_force,0.2481,0.36,16,0,medium,0.6557,medium
other,0.6021,0.4651,2,0,low,0.5614,medium
data_exfil,0.285,0.114,1,1,high,0.5392,high
brute_force,0.0715,0.0929,8,0,medium,0.4131,medium
brute_force,0.1717,0.1047,4,0,low,0.2555,low
brute_force,0.4559,0.0108,2,0,high,0.5685,high
other,0.2603,0.491,0,0,low,0.3467,low
other,0.4024,0.1626,0,0,medium,0.7006,low
brute_force,0.2371,0.1425,1,0,high,0.638,medium
brute_force,0.3256,0.3366,0,0,medium,0.4138,medium
brute_force,0.5843,0.5573,16,0,high,0.2266,high
brute_force,0.0662,0.0715,4,0,low,0.3413,low
other,0.4045,0.3704,8,0,medium,0.864,medium
data_exfil,0.5607,0.4318,5,0,high,0.3795,high
suspicious_login,0.1326,0.0,5,0,high,0.6994,high
malware,0.2497,0.0107,11,0,high,0.1902,medium
data_exfil,0.1793,0.1444,3,0,low,0.1611,low
malware,0.2735,0.0582,1,0,high,0.2257,medium
other,0.3684,0.4414,0,0,low,0.6489,low
other,0.0961,0.3457,3,0,low,0.8084,medium
other,0.2437,0.3264,11,0,high,0.5088,medium
other,0.5931,0.4396,0,0,low,0.7671,low
malware,0.3845,0.2367,2,0,low,0.8253,low
malware,0.1743,0.0875,2,0,medium,0.9466,medium
data_exfil,0.8017,0.5081,6,0,low,0.5013,medium
data_exfil,0.1246,0.3865,1,1,low,0.8228,low
data_exfil,0.2196,0.4019,4,1,medium,0.2651,high
malware,0.4883,0.2053,1,0,low,0.9256,low
data_exfil,0.1544,0.2401,13,0,medium,0.9474,medium
suspicious_login,0.054,0.0,1,0,low,0.5313,low
brute_force,0.4321,0.1117,1,0,low,0.4128,medium
other,0.4939,0.6214,1,0,medium,0.6458,medium
data_exfil,0.3533,0.254,2,0,low,0.8714,low
malware,0.0,0.145,3,0,low,0.6213,low
other,0.361,0.1851,1,0,medium,0.5442,medium
brute_force,0.3606,0.2448,0,0,low,0.9486,low
brute_force,0.3248,0.4985,1,1,high,0.5195,high
malware,0.1593,0.0654,9,0,low,0.6081,low
suspicious_login,0.2928,0.4725,2,0,low,0.5198,medium
brute_force,0.395,0.6118,1,1,medium,0.463,high
other,0.29,0.2528,1,0,medium,0.8086,low
other,0.2554,0.107,3,0,high,0.4924,high
data_exfil,0.0,0.1407,1,0,medium,0.6989,low
brute_force,0.1327,0.0,0,0,medium,0.3508,low
data_exfil,0.4379,0.562,2,0,medium,0.747,medium
brute_force,0.3904,0.0136,8,0,high,0.9509,medium
data_exfil,0.0,0.0,1,0,medium,0.7234,medium
malware,0.4193,0.2906,2,1,medium,0.7757,high
malware,0.4467,0.2285,8,0,low,0.7228,medium
brute_force,0.2438,0.2979,1,0,medium,0.4211,medium
other,0.5125,0.4048,7,0,medium,0.8313,high
data_exfil,0.2621,0.055,4,0,medium,0.4851,medium
data_exfil,0.3748,0.1991,3,0,high,0.4116,high
other,0.2958,0.2541,11,0,low,0.8002,low
suspicious_login,0.181,0.2188,1,0,high,0.0995,medium
data_exfil,0.1401,0.3105,3,0,high,0.7113,high
suspicious_login,0.5843,0.462,8,0,high,0.9219,high
other,0.3448,0.2264,8,0,medium,0.7333,low
data_exfil,0.3444,0.3716,11,0,medium,0.9649,medium
suspicious_login,0.2444,0.0912,3,0,medium,0.4602,medium
suspicious_login,0.1967,0.3957,1,1,low,0.7181,medium
malware,0.7105,0.687,1,0,low,0.6512,medium
data_exfil,0.0311,0.2011,2,0,low,0.6098,low
suspicious_login,0.2747,0.2557,0,1,medium,0.5291,medium
suspicious_login,0.3616,0.2238,5,0,medium,0.4563,medium
other,0.445,0.5578,4,0,low,0.5871,medium
suspicious_login,0.2831,0.2276,0,0,high,0.6361,medium
brute_force,0.1103,0.3954,2,0,high,0.8898,medium
brute_force,0.0,0.0,11,0,high,0.5691,medium
suspicious_login,0.4741,0.2616,12,0,medium,0.6499,medium
suspicious_login,0.2478,0.2969,0,1,low,0.2941,low
suspicious_login,0.2892,0.3208,11,0,low,0.6016,low
other,0.1898,0.0,3,1,medium,0.8387,medium
suspicious_login,0.4586,0.1494,1,0,medium,0.7316,medium
other,0.1366,0.0556,2,1,medium,0.8433,medium
data_exfil,0.1539,0.4372,2,0,high,0.8234,medium
malware,0.3417,0.1639,2,0,medium,0.7027,low
brute_force,0.0,0.0,1,0,medium,0.7949,low
data_exfil,0.3634,0.1979,1,0,low,0.5571,low
malware,0.5317,0.6659,1,1,low,0.6577,medium
other,0.2006,0.2645,0,0,medium,0.8629,low
malware,0.7448,0.7473,11,0,low,0.4179,medium
brute_force,0.0484,0.2256,0,0,high,0.6081,medium
other,0.4188,0.4173,10,0,medium,0.3046,high
brute_force,0.1895,0.4868,0,0,low,0.7063,medium
suspicious_login,0.2628,0.5729,6,0,high,0.5575,high
suspicious_login,0.2116,0.3467,3,0,low,0.2526,low
other,0.3719,0.293,11,0,high,0.3118,high
suspicious_login,0.4639,0.4774,9,0,medium,0.1202,high
malware,0.1849,0.1894,4,0,low,0.7014,medium
other,0.6613,0.4164,3,0,medium,0.4725,medium
other,0.3059,0.1274,1,1,low,0.2788,low
malware,0.2706,0.2044,2,0,medium,0.606,medium
suspicious_login,0.3498,0.0,1,0,medium,0.5767,low
suspicious_login,0.4903,0.6741,1,1,low,0.5101,medium
other,0.1965,0.2653,2,0,low,0.5102,medium
other,0.6216,0.4347,1,0,low,0.4657,low
malware,0.0,0.0818,4,1,medium,0.0821,medium
brute_force,0.4766,0.0954,0,0,low,0.5494,low
brute_force,0.1272,0.1616,3,0,high,0.3222,medium
malware,0.0,0.5626,5,0,low,0.4658,medium
suspicious_login,0.1929,0.0,4,0,high,0.6575,medium
brute_force,0.5008,0.2974,1,0,medium,0.6559,medium
data_exfil,0.4121,0.1696,1,0,high,0.7353,high
brute_force,0.6753,0.2642,7,0,high,0.59,high
brute_force,0.0,0.0,1,0,medium,0.8453,low
suspicious_login,0.0,0.2747,3,0,low,0.581,low
brute_force,0.3027,0.0,2,0,medium,0.5521,low
data_exfil,0.5755,0.6864,3,0,high,0.299,high
brute_force,0.4809,0.199,2,0,medium,0.8188,medium
brute_force,0.1539,0.1472,0,0,medium,0.7143,low
suspicious_login,0.1546,0.2873,1,0,low,0.4425,low
brute_force,0.5783,0.302,2,0,medium,0.8022,medium
data_exfil,0.1349,0.2559,12,0,low,0.8054,low
brute_force,0.2963,0.0,11,0,medium,0.3954,low
data_exfil,0.4753,0.1559,3,1,low,0.631,low
malware,0.0405,0.4543,7,0,high,0.4677,medium
other,0.5583,0.4599,1,0,low,0.6559,medium
other,0.2238,0.3487,1,0,medium,0.9238,low
data_exfil,0.3614,0.2602,3,0,low,0.5108,medium
data_exfil,0.2509,0.3373,1,0,low,0.6205,low
malware,0.1392,0.0556,6,0,medium,0.7259,low
malware,0.3974,0.1159,1,1,high,0.8444,high
other,0.3391,0.575,2,0,medium,0.7088,medium
other,0.1324,0.232,3,1,low,0.4302,medium
brute_force,0.2115,0.156,0,0,low,0.9379,low
brute_force,0.362,0.6109,3,0,low,0.7851,medium
data_exfil,0.0455,0.155,13,0,low,0.3322,low
other,0.4802,0.4591,10,0,low,0.8391,medium
data_exfil,0.3588,0.5044,3,0,low,0.5995,low
brute_force,0.414,0.3887,3,0,low,0.6514,medium
brute_force,0.4362,0.2153,4,1,low,0.7511,medium
malware,0.0,0.0937,2,0,low,0.54,low
suspicious_login,0.5622,0.5928,3,0,medium,0.658,medium
suspicious_login,0.3298,0.1388,2,0,low,0.5527,low
malware,0.3694,0.7574,4,0,medium,0.4576,high
malware,0.4487,0.6122,3,1,medium,0.3625,high
malware,0.276,0.1169,2,0,low,0.728,low
brute_force,0.2332,0.0,1,0,medium,0.8307,medium
data_exfil,0.4592,0.5601,9,0,low,0.3929,medium
malware,0.1384,0.2753,0,1,high,0.596,medium
data_exfil,0.3815,0.6127,2,0,medium,0.8053,medium
suspicious_login,0.4749,0.3207,10,1,medium,0.8413,high
other,0.1122,0.4437,1,1,low,0.5899,low
brute_force,0.536,0.1422,0,0,low,0.6711,low
data_exfil,0.0,0.0,1,0,medium,0.4241,medium
suspicious_login,0.0981,0.1401,9,0,high,0.8728,high
suspicious_login,0.3474,0.3091,2,0,medium,0.8473,medium
other,0.4534,0.2637,1,0,medium,0.8424,medium
suspicious_login,0.5497,0.5207,2,0,medium,0.9805,medium
other,0.3666,0.2756,1,0,low,0.646,low
data_exfil,0.1336,0.1208,4,0,high,0.5873,high
suspicious_login,0.1358,0.2975,9,0,medium,0.5712,medium
other,0.2675,0.3402,4,0,low,0.7101,low
other,0.0224,0.0,3,0,medium,0.6756,medium
brute_force,0.2026,0.1464,2,0,medium,0.7617,medium
data_exfil,0.0457,0.1108,2,0,medium,0.8169,medium
brute_force,0.322,0.4263,2,0,low,0.378,low
data_exfil,0.4761,0.402,2,0,high,0.432,high
suspicious_login,0.1732,0.0143,4,0,medium,0.3102,medium
other,0.0,0.0139,3,0,medium,0.357,low
data_exfil,0.0077,0.2592,1,0,medium,0.3836,medium
malware,0.0383,0.0,3,0,medium,0.5273,medium
malware,0.2879,0.1831,0,0,low,0.6932,low
malware,0.2264,0.5912,4,0,low,0.2818,low
data_exfil,0.3185,0.4245,3,0,medium,0.5791,medium
malware,0.5051,0.0436,2,1,medium,0.4131,medium
suspicious_login,0.2162,0.0,0,0,high,0.9092,low
other,0.3067,0.0,3,0,medium,0.2411,medium
suspicious_login,0.0,0.3604,2,0,medium,0.8578,low
other,0.2213,0.2896,3,1,low,0.5239,medium
other,0.0989,0.0431,6,0,low,0.3923,low
brute_force,0.0,0.073,2,1,medium,0.7647,medium
other,0.1908,0.1109,1,0,low,0.4599,low
other,0.1569,0.3446,1,0,low,0.5715,low
data_exfil,0.297,0.3182,8,0,medium,0.79,medium
suspicious_login,0.447,0.3649,4,1,low,0.6229,medium
suspicious_login,0.3298,0.2027,7,0,low,0.5263,low
brute_force,0.3812,0.2263,6,0,low,0.754,medium
brute_force,0.4831,0.2093,8,0,medium,0.8639,medium
data_exfil,0.3483,0.016,2,0,medium,0.7498,low
suspicious_login,0.3291,0.2843,2,0,high,0.3665,high
brute_force,0.3275,0.0478,0,0,medium,0.9667,low
suspicious_login,0.2549,0.2067,1,0,medium,0.5475,low
suspicious_login,0.0,0.3828,0,0,low,0.7217,low
data_exfil,0.5188,0.588,2,0,high,0.7788,high
malware,0.7631,0.5372,3,0,high,0.5819,high
other,0.0132,0.1181,0,0,low,0.154,low
suspicious_login,0.1093,0.3878,3,0,low,0.5849,low
data_exfil,0.6243,0.4251,1,0,medium,0.5054,low
suspicious_login,0.189,0.4795,3,1,low,0.6584,medium
malware,0.323,0.2149,4,0,high,0.7402,high
suspicious_login,0.6918,0.4431,3,0,medium,0.5246,medium
suspicious_login,0.2056,0.2405,2,1,medium,0.23,high
other,0.3266,0.4237,1,0,low,0.7871,medium
other,0.0,0.0736,2,0,low,0.6677,low
suspicious_login,0.3952,0.2656,24,0,low,0.7978,medium
brute_force,0.479,0.4928,4,0,medium,0.4991,medium
data_exfil,0.3985,0.491,3,0,high,0.9607,high
suspicious_login,0.3851,0.207,2,0,low,0.5507,low
malware,0.3885,0.3443,2,0,low,0.4937,low
brute_force,0.4007,0.4922,1,0,high,0.7834,high
suspicious_login,0.5893,0.3104,2,1,medium,0.2735,high
suspicious_login,0.1634,0.5193,2,1,high,0.943,medium
brute_force,0.2044,0.0,15,0,medium,0.7524,low
malware,0.0458,0.1583,1,0,low,0.8758,low
suspicious_login,0.1828,0.1392,1,0,low,0.7405,low
malware,0.298,0.3884,2,0,low,0.8603,low
other,0.0,0.0,14,0,medium,0.8302,low
data_exfil,0.2509,0.7072,12,0,high,0.5122,high
malware,0.1083,0.0661,8,0,medium,0.4994,medium
other,0.2168,0.0959,10,0,high,0.3938,high
suspicious_login,0.0059,0.0,2,1,medium,0.2699,medium
suspicious_login,0.4339,0.3953,0,0,high,0.7419,high
suspicious_login,0.447,0.4835,3,0,medium,0.7793,medium
data_exfil,0.0639,0.2553,2,0,medium,0.6268,low
malware,0.2713,0.5253,0,0,low,0.5869,low
brute_force,0.5941,0.4229,4,0,medium,0.3382,high
malware,0.0,0.0946,2,0,high,0.3152,medium
brute_force,0.4568,0.1592,11,0,high,0.2462,high
malware,0.2722,0.0577,1,0,high,0.6898,medium
brute_force,0.0212,0.2992,1,0,medium,0.2666,medium
malware,0.1498,0.0,1,0,low,0.4575,low
suspicious_login,0.5564,0.4597,16,0,low,0.4298,low
brute_force,0.3042,0.4434,11,0,high,0.5399,medium
brute_force,0.411,0.2351,7,0,high,0.7956,high
malware,0.7595,0.7565,1,0,high,0.6898,high
malware,0.2641,0.1359,9,0,low,0.9736,low
other,0.457,0.0438,5,0,medium,0.2985,medium
malware,0.2815,0.0775,10,0,low,0.5855,low
suspicious_login,0.2617,0.2469,5,0,medium,0.4487,low
brute_force,0.5944,0.4872,1,1,low,0.5028,low
suspicious_login,0.531,0.5006,5,0,medium,0.7463,high
data_exfil,0.4428,0.3666,2,0,high,0.5816,medium
brute_force,0.0561,0.1065,2,0,high,0.3072,medium
data_exfil,0.8084,0.6358,10,0,high,0.7361,high
brute_force,0.3388,0.2777,4,0,low,0.4497,medium
brute_force,0.2146,0.5029,3,0,low,0.6496,medium
brute_force,0.4738,0.6906,3,0,low,0.5169,medium
other,0.6996,0.6587,0,0,low,0.7408,low
data_exfil,0.2373,0.5361,14,0,low,0.7887,low
data_exfil,0.4965,0.7683,1,0,low,0.7511,low
brute_force,0.0825,0.0,4,0,low,0.9789,low
brute_force,0.6466,0.5619,1,0,low,0.2398,medium
other,0.2702,0.4691,0,0,medium,0.7828,low
suspicious_login,0.2994,0.5683,3,0,high,0.3281,high
data_exfil,0.2922,0.2809,9,0,medium,0.8135,medium
brute_force,0.6188,0.9033,2,0,low,0.4356,medium
malware,0.6841,0.7996,0,0,low,0.6851,low
brute_force,0.3009,0.2173,0,0,medium,0.7804,low
other,0.2488,0.2357,1,0,low,0.6905,low
malware,0.48,0.3679,4,0,low,0.7672,medium
malware,0.0,0.0,15,0,medium,0.4487,medium
data_exfil,0.3444,0.2792,2,0,high,0.4171,medium
brute_force,0.3415,0.9022,4,0,low,0.3653,medium
data_exfil,0.6309,0.8114,2,1,low,0.719,low
suspicious_login,0.432,0.2789,7,1,low,0.5825,medium
suspicious_login,1.0,0.5818,9,1,low,0.286,high
suspicious_login,0.1917,0.2116,3,0,high,0.4372,medium
suspicious_login,0.2348,0.0,2,0,low,0.557,low
other,0.4738,0.6253,2,0,high,0.5871,high
data_exfil,0.0536,0.1832,3,0,medium,0.4589,medium
brute_force,0.1011,0.2464,2,0,medium,0.9913,medium
brute_force,0.1468,0.0359,9,0,high,0.5732,medium
other,0.0839,0.2482,1,0,medium,0.8064,low
suspicious_login,0.4733,0.2553,2,0,low,0.362,medium
brute_force,0.1956,0.1808,1,0,low,0.3872,low
data_exfil,0.4606,0.4199,2,0,low,0.5884,low
brute_force,0.1319,0.3738,14,1,high,0.6264,high
data_exfil,0.155,0.1873,14,0,low,0.461,low
suspicious_login,0.2768,0.0681,2,0,low,0.4985,low
other,0.3172,0.4653,2,0,medium,0.4813,medium
data_exfil,0.0,0.3028,1,0,low,0.7425,low
data_exfil,0.2366,0.0278,1,0,high,0.4836,medium
malware,0.5399,0.3893,3,0,low,0.2135,medium
suspicious_login,0.3308,0.0864,2,0,medium,0.6148,medium
data_exfil,0.24,0.4754,2,0,medium,0.52,medium
data_exfil,0.3349,0.3786,2,0,low,0.6027,low
malware,0.2866,0.2189,4,0,medium,0.3487,low
data_exfil,0.154,0.3801,2,0,high,0.5962,high
data_exfil,0.0,0.1775,10,0,low,0.7582,low
data_exfil,0.4612,0.387,3,0,low,0.5785,medium
suspicious_login,0.2336,0.2154,10,0,medium,0.8037,medium
brute_force,0.4848,0.5658,2,0,high,0.5557,high
other,0.1935,0.3787,2,0,medium,0.3546,medium
suspicious_login,0.0,0.0742,9,0,low,0.3312,medium
data_exfil,0.1989,0.0863,7,0,low,0.6565,low
data_exfil,0.3206,0.1647,1,0,low,0.537,low
malware,0.0,0.0,1,0,medium,0.6634,medium
suspicious_login,0.4851,0.1378,2,0,medium,0.5419,low
brute_force,0.2597,0.4541,1,1,low,0.2277,medium
suspicious_login,0.1384,0.4045,2,0,medium,0.7798,medium
malware,0.2031,0.0,1,0,medium,0.3864,medium
suspicious_login,0.0,0.1698,9,0,low,0.827,medium
malware,0.2108,0.4274,14,0,low,0.4836,low
data_exfil,0.0549,0.0,0,0,high,0.3209,medium
brute_force,0.0063,0.1594,1,1,low,0.4107,low
brute_force,0.5575,0.5213,0,0,medium,0.315,medium
data_exfil,0.3931,0.1233,3,0,low,0.8485,low
brute_force,0.4066,0.2887,3,0,high,0.6078,medium
suspicious_login,0.262,0.3272,2,1,medium,0.6143,medium
suspicious_login,0.304,0.2482,0,1,high,0.5334,high
malware,0.1761,0.1827,7,0,medium,0.4259,medium
brute_force,0.0,0.0,11,0,high,0.8344,high
suspicious_login,0.52,0.3028,16,0,low,0.5486,low
other,0.3806,0.3801,9,0,medium,0.4652,medium
data_exfil,0.0,0.2894,4,1,low,0.8999,medium
brute_force,0.0,0.1925,1,0,low,0.6718,low
malware,0.417,0.2444,0,0,low,0.8793,low
suspicious_login,0.0783,0.0736,2,0,low,0.7931,low
data_exfil,0.2056,0.7832,1,1,medium,0.9307,medium
other,0.2903,0.0914,3,0,high,0.4388,high
brute_force,0.0,0.1998,0,0,low,0.9513,low
malware,0.6475,0.0585,1,1,medium,0.5008,high
suspicious_login,0.0,0.0287,8,0,high,0.7985,medium
data_exfil,0.0934,0.2426,2,0,low,0.3467,low
suspicious_login,0.4738,0.485,1,0,high,0.8937,high
malware,0.3198,0.1551,12,0,low,0.382,medium
suspicious_login,0.206,0.5895,3,0,high,0.9207,medium
suspicious_login,0.7158,0.3121,9,0,low,0.9068,medium
brute_force,0.5066,0.6984,1,0,low,0.6108,medium
other,0.2401,0.3982,2,0,low,0.2106,low
other,0.2096,0.3187,1,1,medium,0.9274,low
malware,0.7452,0.4084,1,0,low,0.5932,low
other,0.4479,0.252,1,0,medium,0.1757,low
other,0.1386,0.2895,1,1,medium,0.7658,medium
malware,0.0,0.0619,3,0,medium,0.7193,low
other,0.0562,0.2988,12,0,low,0.5051,low
data_exfil,0.1115,0.4664,8,0,medium,0.4498,medium
brute_force,0.4057,0.4157,2,0,medium,0.4663,medium
malware,0.0,0.1129,2,0,medium,0.8628,low
suspicious_login,0.5464,0.2539,0,0,low,0.8122,low
suspicious_login,0.4665,0.6708,1,1,medium,0.6972,medium
other,0.1878,0.2076,10,0,low,0.7175,medium
other,0.0,0.0492,9,0,medium,0.8085,medium
brute_force,0.5361,0.2841,2,0,low,0.6873,low
other,0.1874,0.1544,7,0,low,0.7646,low
suspicious_login,0.0,0.0334,0,0,low,0.8318,medium
suspicious_login,0.329,0.3144,10,0,low,0.4547,low
other,0.3318,0.3123,4,0,medium,0.9087,medium
brute_force,0.5297,0.376,2,0,high,0.1684,high
brute_force,0.2079,0.3249,1,1,low,0.8647,low
brute_force,0.4949,0.3605,1,0,high,0.2608,high
brute_force,0.0,0.0384,5,0,high,0.7055,medium
brute_force,0.0259,0.1285,3,0,low,0.5861,low
brute_force,0.3637,0.2809,5,0,low,0.6664,medium
data_exfil,0.1743,0.0358,15,0,low,0.7522,low
data_exfil,0.5324,0.3596,1,1,low,0.6592,medium
brute_force,0.5447,0.2292,3,0,low,0.6686,low
data_exfil,0.0,0.3258,10,0,high,0.3453,high
suspicious_login,0.7077,0.5645,5,0,low,0.2942,medium
brute_force,0.5276,0.3427,14,0,medium,0.3215,medium
suspicious_login,0.1279,0.0,0,0,low,0.5405,low
other,0.216,0.196,2,1,low,0.225,low
malware,0.363,0.0,1,0,low,0.3506,low
data_exfil,0.1569,0.2731,0,0,medium,0.6162,low
data_exfil,0.0496,0.2061,7,0,low,0.3469,low
malware,0.5264,0.189,4,0,low,0.9695,medium
other,0.0351,0.2747,11,0,low,0.2236,low
suspicious_login,0.6782,0.31,3,0,low,0.6161,medium
other,0.0,0.0,1,1,low,0.4113,low
malware,0.1277,0.1727,0,1,high,0.9214,medium
malware,0.7501,0.6013,3,0,low,0.672,medium
data_exfil,0.3025,0.5255,2,1,medium,0.5435,medium
malware,0.0,0.0854,5,0,high,0.6367,medium
suspicious_login,0.1872,0.0718,3,1,medium,0.6286,high
data_exfil,0.1878,0.4303,1,0,low,0.3406,low
suspicious_login,0.0,0.0205,1,0,low,0.8641,low
brute_force,0.1405,0.1938,2,0,medium,0.4767,medium
brute_force,0.286,0.0218,13,0,low,0.5651,medium
brute_force,0.2877,0.0,2,0,medium,0.7831,low
malware,0.3564,0.0659,4,0,low,0.8704,low
suspicious_login,0.0,0.4476,3,0,medium,0.7794,medium
malware,0.0159,0.1854,2,0,low,0.4886,low
brute_force,0.4459,0.5662,1,0,low,0.9636,low
suspicious_login,0.22,0.0415,9,0,low,0.6951,low
